"龐統當知縣","大材小用"
"尾巴掛掃帚","威風掃地"
"雞腳上栓螞蚱","飛不瞭你，蹦不瞭他"
"公雞頭上一塊肉","大小是個官(冠)"
"黃鼠狼剁瞭尾巴","難看在後頭"
"狐狸吵架","一派鬍(狐)言"
"猴子吃辣椒","抓耳撓腮"
"馬勺裏的蒼蠅","混飯吃"
"吃瓜子磕齣臭蟲來","什麼人(仁)都有"
"百靈鳥碰到鸚鵡","會唱的遇見會說的"
"掉瞭幾根毫毛","無傷大體"
"掉瞭箍的水桶","散瞭闆"
"掉瞭耳朵的瓦罐","提不起來；沒法提；提不得"
"掉進陷阱裏的野豬","張牙舞爪；死路一條"
"掉進陷阱裏的狗熊","熊到底瞭"
"公雞下蛋","沒指望"
"渴瞭打井","來不及瞭"
"蛤蟆坐在井裏","隻看見碗大的天"
"包河裏的藕","沒私(絲)"
"程嬰告密搜趙武","捨兒救孤"
"蜻蜓搖石柱","休想"
"水上浮萍","根莖不穩"
"沙灘上蓋房子","不牢靠"
"芝果樹","開花多，結果少"
"水牛鑽鼠洞","行不通"
"騎上虎背","欲罷不能"
"盤子裏生豆芽兒","紮不下根"
"張飛綉花","力不從心"
"九十歲老翁學武術","心有餘而力不足"
"挑著石頭爬泰山","沒有那麼容易"
"上滿發條的鍾錶","一分一秒不休息"
"穿丁鞋走泥路","步步紮實"
"沙攤上拉車","一步一個腳印"
"坐著飛機放聲唱","高歌猛進"
"楊令公的兒子","一個賽過一個"
"春筍破土","節節升"
"大姑娘做媒","先人後已"
"腦瓜門沒頭發","前途光明"
"四十裏地不換肩","麻雀下雞蛋"
"水牛過河","嶄露頭腳"
"小腳女人踢足球","尖端"
"飛機上點燈","高明"
"半夜三更放大炮","一鳴驚人"
"木匠帶枷","自作自受"
"大水淹瞭龍王廟","不認自傢人"
"八級工拜師傅","精益求精"
"冰糖煮黃蓮","同甘共苦"
"二十一天不齣雞","壞蛋"
"程咬金的斧頭","就這三下子"
"上鞋不用錐子","針(真)行"
"螃蟹過街","橫行霸道"
"窗戶邊吹喇叭","名聲在外"
"大姑娘坐轎","頭一迴"
"推小車上颱階","一步一個坎"
"跳上舞颱湊熱鬧","逢場作戲"
"提著馬燈下礦井","步步深入"
"銅鈑上釘鉚釘","一是一，二是二"
"過年娶媳婦","雙喜臨門"
"和尚訓道士","管得寬"
"秀纔遇到兵","有理講不清"
"猴子撈月亮","空忙一場"
"瞎子戴眼鏡","裝飾"
"趕鴨子上架","吃力不討好"
"小和尚念經","有口無心"
"小蔥拌豆腐","一清二白"
"歪嘴講故事","斜(邪)說"
"王八吃年糕","鐵瞭心"
"外甥打燈籠","照舊(舅)"
"肉包子打狗","有去無迴"
"韆裏送鵝毛","禮輕情意重"
"騎驢看唱本","走著瞧"
"潑齣去的水","收不迴"
"薑太公釣魚","願者上鈎"
"鐵打的公雞","一毛不拔"
"高山上敲鼓","四麵聞名(鳴)"
"釘頭碰釘子","硬碰硬"
"竹筍齣土","節節高"
"菜刀切豆腐","兩麵光"
"牆上茅草","隨風兩邊倒"
"嫩竹扁擔挑起大籮筐","後身可畏"
"魚鷹下洞庭","大有作為"
"房梁上掛暖壺","高水平"
"鐵匠鋪的買賣","樣樣都過得硬"
"獨臂將軍","有一手"
"挑水騎單車","本領高"
"電綫杆上耍把戲","武藝高"
"比賽場上的運動員","爭先恐後"
"馬上耍雜技","藝高膽大"
"砌牆的磚頭","後來居上"
"鋼闆上打鉚釘","毫不動搖"
"老瞭的虎","雄心還在"
"三伏天的高粱杆","節節上升"
"瞎子進學堂","不認書(輸)"
"螞蟻爬樹","不怕高"
"老大娘找飛機","望遠瞧"
"八十歲老婆婆綉花","老來發憤"
"十裏高山望平地","要看遠景"
"二尺長的吹火筒","隻有一個心眼"
"熗麵饅頭送閨女","實心實意"
"蜜蜂釀蜜","不為自己"
"提著燈籠砍柴","明砍"
"泰山頂上觀日齣","高瞻遠矚"
"唱歌不看麯本","離譜"
"擔著鬍子過河","謙虛過度"
"齣太陽下暴雨","假情(晴)"
"老太太吃湯圓","囫圇吞"
"魯班門前耍斧","有眼無珠"
"到火神廟求雨","找錯瞭門"
"東洋人戴高帽","假充大個"
"頂風頂水劃船","硬撐"
"談心不點燈","說黑話"
"池塘裏的風波","大不瞭"
"放風箏斷瞭綫","沒指望瞭"
"豬八戒照鏡子","裏外不是人"
"隻許州官放火","不許百姓點燈"
"豬鼻子裏插蔥","裝象"
"我解纜，你推船","順水人情"
"苦水裏泡黃連","苦上加苦"
"賣鞭炮的炸瞭手","自作自受"
"賣冰棒的進茶館","一冷一熱；忽冷忽熱"
"賣布不用尺","鬍扯"
"賣炒勺的","揀有把握的來"
"賣醋賣糖","各管一行"
"賣豆腐帶種河灘地","水裏來，水裏去"
"賣豆腐的扛颱腳","生意不大架子大"
"賣豆芽的抖摟筐","乾淨利索"
"賣房賣地置嫁妝","下盡本錢"
"賣瓜的誇瓜甜，賣魚的誇魚鮮","自賣自誇"
"賣孩子唱大戲","慶的什麼功"
"賣鬍琴的碰上賣布的","拉拉扯扯"
"賣花圈的咬牙","恨人不死"
"賣花人說花貴，賣茶人說茶芳","各有一套"
"賣花人說花艷，賣菜人講菜鮮","自賣自誇"
"賣灰麵(麵粉)遇大風","倒黴透瞭；真倒黴"
"賣雞蛋的跌跤","完蛋；滾蛋"
"賣糨糊的敲門","糊塗到傢瞭"
"賣褲子打酒喝","顧嘴不顧身"
"賣瞭兒子招女婿","顛倒著做；鬍摺騰"
"賣瞭生薑買蒜吃","換換口味"
"賣瞭鞋子買帽子","顧頭不顧腳"
"賣瞭衣服買酒喝","顧嘴不顧身"
"賣綠豆攙珍珠","不上算；不閤算"
"賣饅頭的攙石灰","麵不改色"
"賣門神掉江裏","人財兩空"
"賣米不帶升","存心不良(量)"
"螞蟻頭上砍一刀"," 沒血肉"
"螞蟻拖秤砣","難上加難"
"螞蟻拖耗子","心有餘而力不足"
"螞蟻下塘","不知深淺"
"螞蟻抓上牛角尖","自以為上瞭高山"
"螞蟻嘴碾盤","嘴上的勁"
"螞蚱打食(找食)","緊顧嘴"
"螞蚱戴籠頭","假充大牲口；好大的臉麵"
"螞蚱鬥公雞","自不量力"
"螞蚱爬在鞭梢上","經不起摔打"
"螞蚱上豆架","藉大架子嚇人"
"螞蚱跳塘","不知深淺"
"螞蚱頭炒盤菜","多嘴多舌"
"螞蚱腿上颳精肉","難下手"
"罵瞭皇帝罵祖先","不忠不孝"
"罵人挖祖墳","欺人太甚"
"買把韭菜不擇","抖起來瞭"
"買豆腐花肉價錢","不閤算"
"買金的遇見賣金的","正閤適"
"買麵的進瞭石灰店","走錯瞭門"
"近視眼過獨木橋","不敢抬頭挺胸嚮前看"
"捂著屁股過河","多加一份小心"
"樹葉怕打破腦殼","膽小鬼"
"蚯蚓走路","伸一下，縮一下"
"扁擔上睡覺","想得寬"
"扁擔打跟頭","先一頭落地"
"閉著眼睛趟河","聽天由命"
"筆杆子吞進肚","胸有成竹"
"鼻子上抹黃連","苦在眼前"
"鼻頭搽白粉","一副好相"
"鼻涕流進喉嚨裏","吃虧沾光沒外人"
"笨狗攆兔子","不沾邊"
"被麵上刺綉","錦上添花"
"被窩裏劃拳","沒摻外手"
"背後拉弓","暗箭傷人"
"背著醋罐子討飯","窮酸"
"盲人點蠟燭","白浪費"
"老太太的嫁妝","古貨"
"發齣去的信","收不迴瞭"
"拿著雞毛當令箭","小題大作"
"螞蟻碰上雞","活該"
"臭豆腐","聞著臭吃起來香"
"鳥字寫成烏","還差一點"
"麻袋綉花","底子不好"
"鳳姐穿比基尼","人神共憤"
"鳳姐開飯店","隻齣不進"
"鳳姐開減肥院","立竿見影"
"鳳姐追我","寜死不屈"
"鳳姐宋祖德","天生一對"
"鳳姐開口","驚天地泣鬼神"
"鳳姐的夫君","舉世矚目"
"鳳姐的嘴","血盆大口"
"吃飯時鳳姐駕到","上吐下瀉"
"雙黃蛋","  一身二心"
"雙腳踏雙船","猶豫不定"
"雙目失明的司令","瞎指揮"
"雙色圓珠筆"," 有二心"
"雙扇門上貼門神","  一對兒"
"豹子吃馬鹿","好大的胃口"
"背後掛鬍琴","拉不著"
"演員化妝","塗脂抹"
"搽粉上吊","死要麵子"
"聾子的耳朵","擺樣子"
"胸前掛闆","好大的牌子"
"袖筒裏伸齣一隻腳","誇大手"
"蝦子得意","愛蹦"
"爛茅屋上掛綉球","假漂亮"
"狗長瞭角","羊(洋)氣"
"廁所門口掛綉球","臭美"
"紅漆糞缸闆","臭講究"
"光腿穿大衫","光講闊氣不講醜"
"吃傢飯屙野屎","隻顧外頭"
"陰溝裏洗手","假愛清潔"
"石闆上炒豆子","熟瞭就蹦"
"布袋裏兜菱角","尖的齣頭"
"打腫臉","充胖子"
"打粉進棺材","死要麵子"
"打足瞭氣的皮球","愛蹦"
"打破腦殼不叫痛","死稱好漢"
"頭上安電風扇","大齣風頭"
"半瓶子醋","晃蕩得很"
"口袋裏裝滿錐子","愛露尖"
"一腳登上泰山","蹦得高"
"飽帶乾糧晴帶傘","有備無患"
"寶塔頂上的寶葫蘆","尖上拔尖"
"寶囊裏取物","手到擒來"
"雹子砸瞭棉花棵","光杆司令"
"苞榖麵糊","沒多大油水；油水不大"
"苞榖棒子生蟲","專(鑽)心"
"包子張嘴","露餡"
"包子熟瞭不揭鍋","窩氣"
"包子咧嘴","美齣餡瞭"
"包子吃到豆沙邊","嘗到甜頭"
"包元宵的做烙餅","多麵手"
"包腳布做圍脖","臭一圈兒"
"包腳布做夾扣子","又臭又硬；臭硬"
"包腳布做鞭子","文(聞)不能文(聞)，武(舞)不能武(舞)"
"包腳布上生蟣子","好角(腳)色(虱)"
"包腳布上飛機","一步(布)登天"
"包公殺親侄","先治其內，後治其外"
"包公放糧","為窮人著想"
"包公斷案","認理不認人"
"包公的鍘刀","不認人"
"包公的尚方寶劍","先斬後奏"
"包單布洗臉","大方"
"包辦的婚姻","身不由己；不由自主"
"棒子麵煮雞子兒","糊塗蛋"
"棒子麵煮葫蘆","糊糊塗塗；糊裏糊塗"
"棒子裏做蛋糕","不是正經材料"
"棒打鴛鴦","難分開；兩分離"
"棒打鴨子","颳颳(呱呱)叫"
"棒槌上天","總有一天落地"
"棒槌敲竹筒","空想(響)"
"棒槌裏插針","粗中有細"
"棒槌進城","成精作怪"
"棒槌改蠟燭","粗心"
"棒槌當針","粗細不分"
"棒槌打缸","四分五裂"
"棒槌吹火","一竅不通"
"蚌裏藏珍珠","好的在裏麵"
"膀子一甩","不乾瞭"
"絆倒趴在糞池邊","離死(屎)不遠"
"扮豬吃老虎","大智若愚"
"扮秦檜的沒卸裝","誰沒見過那二花臉"
"半夜做夢娶新娘","盡想好事；想得倒美"
"半夜做夢啃豬蹄","盡想好事；想得倒美"
"半夜做惡夢","虛驚一場；一場虛驚"
"半夜下雨","下落不明；不知下落"
"半夜敲門心不驚","問心無愧"
"半夜起來穿衣服","為時過早"
"半夜聊天","瞎說"
"半夜裏捉迷藏","瞎摸；摸不著"
"半夜裏掄大斧","瞎侃(砍)一通"
"半夜裏和麵","瞎鼓搗"
"半夜裏的寡婦","難過"
"半夜裏的被窩","正在熱乎勁上"
"半夜叫大姑娘的門","來者不善"
"半夜雞叫","不曉；亂瞭時辰"
"半夜彈琴","暗中作樂"
"半夜吃燒雞","思思想想(撕撕響響)"
"半天雲中拍巴掌","高手"
"半天雲裏做衣服","高纔(裁)"
"半天雲裏騎仙鶴","遠走高飛"
"半天雲裏飄氣球","高高在上；沒著落"
"半天雲裏拉傢常","空談"
"半天雲裏看廝殺","袖手旁觀"
"半天雲裏翻帳簿","算得高"
"半天雲裏吊口袋","裝瘋(風)"
"半天雲裏的雨","成不瞭氣候；不成氣候"
"半天雲裏吹嗩呐","想(響)得高"
"半天雲裏齣亮星","吉星高照"
"半天雲裏踩鋼絲","提心吊膽"
"半山腰倒惡水(滑水〕","下流"
"半山崖的觀音","老實(石)人"
"半瓶子醋","亂晃蕩"
"半路上丟算盤","失算瞭"
"半路上的新聞","道聽途說"
"半路開小差","有始無終"
"半籃子喜鵲","唧唧喳喳"
"半拉瓜子","不算個人(仁)"
"半空中數指頭","算得高"
"半空中騎馬","騰雲駕霧"
"半空中掛剪刀","高纔(裁)"
"半空中掛蒺藜","諷(風)刺"
"半空中趕牲口","露馬腳"
"半空中蓋房子","沒處落腳；落不得腳"
"半空中放爆竹","想(響)得高"
"半空中的氣球","上不著天，下不著地；懸著哩"
"半空中的火把","高明"
"半空中打把式","栽個大跟頭"
"半空的雲彩","變化多端"
"半斤放在四兩上","翹得高"
"半斤對八兩","不相上下；彼此彼此；一碼事；彼此一樣；誰也不吃虧"
"半截磚頭","甩瞭"
"半吊子的一半","二百五"
"半道上撿個喇叭","有吹的瞭"
"半邊豬頭","獨眼"
"半邊羊頭","獨角"
"闆上敲釘子","穩紮穩打"
"闆上釘釘子","實實在在；沒跑；跑不瞭；變不瞭；沒法變"
"闆上的泥鰍","無地容身；無處藏身"
"闆斧劈柴","一麵砍"
"闆凳上鑽窟窿","有闆眼；有闆有眼"
"闆凳上玩麻將","扒拉不開；打不開場麵"
"闆凳上擱蒺藜","坐不穩；坐不住"
"闆凳倒立","四腳朝天"
"搬石頭打天","自不量力；不自量；辦不到；夠不著"
"搬起石磙砸碾盤","實(石)打實(石)"
"搬菩薩洗澡","越弄越糟；白費神；空勞神"
"斑鴆打架","賣弄風流"
"斑鳩抱窩","懸蛋"
"班房裏的衙役","聽差的"
"扳著指頭算帳","有數"
"扳著爐子烤頭發","瞭(燎)不得"
"扳倒葫蘆灑瞭油","一不做，二不休"
"扳倒碓窩嚇婆婆","潑婦"
"扳不倒坐到燒餅上","麵上人"
"扳不倒騎兔子","不穩當；不穩"
"拜旨走進呂祖廟","走錯門瞭；找錯瞭門"
"拜年的嘴巴","盡說好話"
"拜把子兄弟開繭店","結黨營私(絲)"
"敗將收殘兵","重整旗鼓"
"敗傢子迴頭","金不換"
"柏油燙豬頭","連根拔"
"柏木椽子","寜摺不彎"
"百萬雄師下江南","興師動眾"
"百歲公公吹火","老氣"
"百日不下雨","久情(晴)"
"百年鬆樹，五月芭蕉","粗枝大葉"
"百米賽跑","分秒必爭；爭分奪秒；急起直追；奮起直追"
"百靈戲牡丹","鳥語花香"
"百裏奚飼牛拜相","人不可貌相"
"百裏奚認妻","位高不忘舊情"
"百裏草原一人傢","孤孤單單"
"百斤重擔能上肩，一兩筆杆提不動","大老粗"
"百斤麵蒸壽桃","廢物點心"
"百斤擔子加鐵砣","重任在肩；肩負重任"
"百貨店裏賣鞋襪","各有尺碼"
"百貨大樓賣西裝","一套一套的"
"百川歸海","大勢所趨"
"百尺竿頭掛剪刀","高纔(裁)"
"保險櫃掛大鎖","萬無一失"
"報國寺裏賣駱駝","沒有那個事(寺)"
"報時的雄雞","不用催"
"報紙上的社論","句句講真理"
"保護視力","小心眼！"
"廣州的癩蛤蟆","難纏(蟾)！"
"吃核桃","非砸瞭不可！"
"唱戲的淌眼淚","可歌可泣"
"蠶寶寶的嘴","齣口成詩(絲)！"
"産婦進産房","升(生)瞭！"
"城牆上的守衛","高手(守)"
"車禍","乘人之危！"
"鼻孔喝水","夠嗆！"
"愛剋斯(X)光照人","看透你瞭！"
"曹丕的錢","未必(魏幣)"
"吃飽瞭的牛肚子","草包！"
"一二三五六","沒事(四)"
"一二三四五六七","王(忘)八！"
"炊事員行軍","替人背黑鍋"
"大火燒竹林","一片光棍！"
"蒼蠅采蜜","裝瘋(蜂)"
"鱉下的","王八蛋！"
"八百年前立的旗杆","老光棍！"
"蝙蝠身上擦雞毛","你算什麼鳥？"
"唱戲的淌眼淚","可歌可泣"
"蠶寶寶的嘴","齣口成詩(絲)"
"車禍","乘人之危"
"鼻孔喝水","夠嗆"
"城牆上的守衛","高手(守)"
"唱戲的腿抽筋","下不瞭颱"
"茶壺裏的水","滾"
"布袋裏失火","燒包"
"八百年前立的旗杆","老光棍"
"床單作尿布","夠大方"
"從河南到湖南","難上加難！"
"《百傢姓》去掉趙","開口就是錢！"
"裁縫不帶尺","存心不良(量)"
"擦粉進棺材","死要麵子"
"蟬不叫蟬","知瞭"
"拔瞭塞子不淌水","死心眼"
"報幕員上場","調戲"
"斑馬的腦袋","頭頭是道"
"廚房裏的垃圾","雞毛蒜皮"
"醫生賣棺材","死活都要錢"
"抱著孩子推磨","添人不添力"
"爆竹店裏起火","自己賀自己"
"駱駝睡覺","兩頭不靠實(比喻事情兩頭都沒有著落)"
"駱駝蹄上挑刺","大題(蹄)(比喻把大事情當做小事情來處理。)"
"駱駝背火球","燒包(比喻取得一點成績得到什麼利益，就得意忘形，到處顯示，生怕彆人不知道)"
"駱駝進羊群","非常突齣"
"駱駝進羊群","高齣一大截"
"落地風扇轉動","不斷地搖頭"
"落在扈爪裏的小雞","嘴殼再硬也活不瞭"
"落雨擔稻草","越擔越重"
"落到麻雀窩裏的花鵲子","長不瞭(比喻暫時停留，很快就要離開。)"
"鑼筐盛石灰","處處留痕跡(比喻每個地方都留下瞭印記。)"
"羅鍋立正","直不瞭(比喻就那樣瞭，成不瞭材或比喻值不瞭多少餞。)"
"輪胎上的汽門芯","裏外受氣(比喻受夾闆子氣。)"
"輪船開往亞非拉","外航(行)"
"律師受賄","知法犯法"
"呂洞賓推掌","齣手不凡"
"呂布見貂蟬","迷上瞭"
"驢拉碾子牛耕田","各行其是(事)"
"驢子趕到磨道裏","不願轉也得轉(比喻不願意做的事也得去做。)"
"驢糞蛋","外麵光"
"驢頭不叫驢頭","長臉"
"驢子削瞭耳朵","假馬"
"驢子拉磨","任人擺布"
"驢子拉磨牛耕田","各走各的道"
"驢皮煮膠","慢慢熬"
"露水夫妻","好景不長"
"路口挖陷井","坑害人"
"路中間的螃蟹","橫行霸道"
"路上找不到問卦人","前途未蔔"
"路邊的鼓","挨打的貨"
"魯肅宴請關雲長","暗藏殺機"
"魯肅討荊州","空手而去，空手而迴"
"魯智深大鬧野豬林","粗中有細"
"鹵水點豆腐","一物降一物"
"婁阿鼠走路","賊頭賊腦"
"婁阿鼠的十五貫","偷來的"
"樓闆搭鋪","高低羨不多(比喻相差無幾)"
"籠子裏的八哥","隻會說不會於"
"聾子拜客","不聞不間(比喻不答理。或比喻毫不關心。)"
"聾子放炮","沒音響(比喻沒有聽到響動。)"
"聾子耳朵","配搭(比喻充當配角或陪襯。)"
"籠子裏的鳥兒","有翅難飛(比喻坐睏牢籠，無計可施)"
"龍船上裝大糞","臭名遠揚"
"龍頭不拉拉馬尾","用力不對路(比喻力氣或功夫沒用在，點子上。)"
"六月間的廟堂","鴉雀無聲"
"六月裏藉扇子","等著吧"
"六月裏的韭","臭死狗"
"六月的債","還得快"
"六十歲尿床","老毛病(比喻某種缺點、毛病改不瞭，容易犯)"
"六指兒搔癢","多這一道子(比喻做多餘的事情。)"
"六月裏穿皮襖","反常(比喻跟正常的情況不同。)"
"六月裏戴手套","保守(手)(比喻因循守日，不求進步)"
"六月的火爐","誰湊和你(比喻沒有人願意接近或親近)"
"劉邦烏江追項羽","趕盡殺絕"
"劉邦當皇帝","勝者為王"
"劉三姐對歌","隨口而齣"
"劉備三上臥龍崗","就請你這個諸葛亮(比喻請的就是你)"
"嶺頭上唱山歌","調子太高"
"林教頭發配滄州","一路風險"
"林衝誤人白虎堂","有口難辯"
"林衝誤人白虎堂","禍從天降"
"林衝誤人白虎堂","上當瞭"
"林黛玉進賈府","謹小慎微"
"拄著拐仗下煤窯","步步倒(搗)黴(煤)"
"掛著臘肉吃齋","難熬"
"林衝誤人白虎堂","上當受騙"
"林衝到瞭野豬林","絕處逢生"
"林衝棒捧打洪教頭","看破綻下手"
"林衝買寶刀","哪知是計"
"林黛玉葬花","自嘆命薄"
"林黛玉葬花","情悲意冷"
"林黛玉的性子","多愁善感"
"臨陣磨槍","不快也光(比喻事到臨頭纔做準備，雖起不到更大的作用，但也可以應付應付。)"
"臨時上轎馬撒尿","手忙腳亂"
"臨上轎找不到綉花鞋","心裏急"
"兩條腿的凳子","站不住腳(比喻理由不充分)"
"兩手進染缸","左也難(藍)，右也難(藍)(比喻左右為難。)"
"兩股道上跑的車","走的不是一條路"
"兩個臭雞蛋","一個味兒(比喻一個樣。)"
"兩塊錢買去個豬頭","便宜瞭他"
"兩個啞巴見麵","沒說的(比喻使人滿意，挑不齣什麼毛病。)"
"兩個啞巴打架","是非難分"
"兩個琵琶一個調","彈(談)到一塊去瞭(比喻想法一緻，心投意閤，話能說到一起)"
"兩塊錢買去個豬頭","便宜瞭他"
"兩條河裏的船","總碰不到一塊"
"兩人共傘","互相遮掩"
"兩個人舞龍","有頭有尾"
"兩種芝麻一鍋炒","黑白不分"
"兩隻耳朵","碰不到一塊兒"
"兩個叫化子拜堂","窮配"
"兩個七月半","鬧鬼又鬧鬼"
"兩個和尚打架","抓不到辮子"
"兩個瞎子作揖","誰見瞭"
"兩個啞巴親嘴","好得設法說"
"兩個啞巴吵嘴","不知誰是誰非"
"兩個醫生拾頭驢","沒治瞭"
"兩口子的帳","算不清"
"兩口子打架","不勸自瞭"
"兩口子迴門","成雙成對"
"糧倉裏的老鼠","有損無益"
"糧店裏的老鼠","有損無益"
"糧店兼賣時裝","有吃有穿"
"糧食裝在布袋裏","一個挨著一個(比喻數量很多，接連不斷。)"
"梁山好漢","重義氣"
"梁山上的晁蓋","一把手"
"梁山上的王倫","妒賢忌能"
"梁山好漢喝酒","大腕(碗)"
"梁上插針","粗中有細"
"梁山上的好漢","逼齣來的(比喻被迫做某件事。)"
"臉盆裏的泥鰍","看你滑到哪裏去(比喻溜不掉，跑不瞭)"
"利刃砍黃瓜","一刀兩斷(段)"
"鰱魚的鬍子","沒幾根(比喻底子不厚，沒有多少本領。有時錶示謙虛或客氣。有時錶示嘲諷。)"
"李自成進北京","好景不長"
"李逵扮新娘","裝不象"
"鯉魚的鬍子","沒幾根(比喻很少。)"
"鯉魚吞秤砣","鐵瞭心 (比喻下定決心。)"
"鯉魚跳龍門","身價百倍(比喻名聲、地位大大提高瞭。)"
"鯉魚跳龍門","碰碰時氣"
"離瞭王屠子","也不能帶毛吃豬(比喻沒有內行人，也難不倒誰。)"
"冷血動物","無情無義"
"冷水泡茶","無味(比喻沒有興趣，沒有意思。)"
"冷水澆進瞭熱油鍋","炸瞭鍋瞭"
"擂颱上見高低","全憑真本事"
"老虎欠債","討不迴來"
"老虎趕牛群","誌在必得"
"老牛走路","不慌不忙"
"老牛拉犁","有心無力"
"老牛拉車","埋頭苦乾"
"老鼠窩裏的食物","全是偷來的"
"老鼠爬橫竿","愛走極端"
"老鼠掉進糞坑裏","越鬧越臭"
"老鼠見貓","不敢吱聲"
"老鼠鑽進書堆裏","咬文嚼字"
"老中醫把脈","慢慢地摸"
"老會計撥算盤","精打細算"
"老艄公撐船","一竿子插到底"
"老漢娶親","力不從心"
"老方丈打拳","齣手不凡"
"老兩口埋在一個墳裏","死活一對(比喻死活也要在一起)"
"老兒子娶媳婦","大事完畢(比匕喻要辦的大事都結束瞭)"
"老鷹抓小雞","一個憂悉一個喜"
"老頭捅馬蜂窩","找轍，蜇"
"老太太蕩秒韆","玩命"
"老大太上雞窩","笨(奔)蛋(比喻不聰明)"
"老大太過年","一年不如一年(比喻一年比一年不景氣。)"
"老太大的嫁妝","古貨(比匕喻東西古老陳舊)"
"老太大的腳趾頭","窩囊一輩子(什匕喻受一輩子委屈。)"
"老太大的鞋","錢(前)緊"
"老太太打嗬欠","一望無涯(牙)"
"老太太住高摟","上下兩難(比喻兩方麵都不方便。或左右為難)"
"老太太搬傢","什麼都拿(比喻有的人好拿人傢的東西。或比喻十分吝嗇，什麼：一吠好的)"
