"龐統當知縣","大材小用"
"披西裝穿草鞋","假洋鬼子"
"披著麻袋進竹林","東拉西扯"
"披著破被子上朝","窮盡忠"
"砒霜水加生薑水","又毒又辣"
"皮影錶演","順著人傢的綫跑"
"屁股後頭作揖","瞎盡情"
"屁股上掛糞筐","等死(屎)"
"屁股上畫眉毛","好大的麵子"
"屁股底上安彈簧","一蹦老高"
"腦袋瓜兒長禿瘡","不是好剃的頭；刺兒頭"
"腦袋上戴犁頭","又奸(尖)又猾(滑)"
"腦袋上點燈","頭名(明)"
"腦袋陷進泥塘裏","糊塗到頂瞭"
"腦瓜頂上開口","講天話"
"腦漿子撒地","一塌糊塗"
"腦殼頂扁擔","頭挑"
"腦殼上頂鍋","亂扣帽子"
"腦門上戴眼鏡","眼高"
"腦門上放鞭炮","大難臨頭；災禍臨頭；驚心動魄"
"腦門上掛燈籠","唯我高明"
"腦門上貼郵票","走人瞭"
"腦門上長眼睛","眼朝上；眼嚮上看"
"腦門生癤子","額外負擔"
"嫩竹扁擔挑瓦罐","擔風險"
"嫩竹拱土","冒尖"
"尼姑的木梳","多餘"
"尼姑頭上插花","無法(發)；沒法(發)"
"泥地上跑馬","一步一個腳印"
"泥溝裏撥船","乾吃力"
"泥馬過河","自身難保"
"泥捏的勇士","上不瞭陣勢"
"泥菩薩掉在湯鍋裏","渾身酥軟"
"泥菩薩鍍金","錶麵一層"
"泥菩薩抹香粉","裝相"
"泥鰍過魚網","無孔不入"
"泥鰍喝瞭石灰水","死硬"
"泥人的臉","麵如土色"
"泥人入海","有去無迴"
"泥塞筆管","一竅不通"
"泥水匠的瓦刀","光圖錶麵"
"泥娃娃的腦殼","七竅不通"
"泥瓦匠不砌牆","專(磚)等"
"逆風放火","惹火燒身；引火燒身"
"逆水駕木筏子","不進則退"
"年過花甲得子","老來喜"
"年畫上的春牛","離(犁)不得"
"年三十夜撥算盤","滿打滿算"
"攆狗進巷","必有一傷"
"念九九錶","說話算數"
"尿盆裏炒雞蛋","不對味兒；不是味兒"
"牛背上翻跟頭","有點硬功夫"
"牛犢子叫街","懵(門)瞭"
"牛犢子上套","挨鞭子的日子到瞭"
"牛骨頭煮膠","難熬"
"牛角對菱角","一對奸(尖)"
"牛拉磨子","走不齣圈套"
"牛郎會織女","喜相逢"
"牛毛上解鋸","刻薄"
"牛魔王的兵","韆奇百怪"
"牛皮飯碗","打不破"
"牛牽鼻子馬抓鬃","抓住瞭關鍵"
"牛身上的毛","數不清"
"牛頭不對馬嘴","鬍拉亂扯"
"牛羊的肚腹","草包"
"農人說榖，屠夫說豬","乾一行，愛一行"
"女孩子打架","抓小辮子"
"女人的手腕","沒多大勁"
"女婿認不得丈人","有眼不識泰山"
"暖水瓶爆裂","喪膽"
"暖水瓶的塞子","賭(堵)氣"
"暖水瓶裏裝開水","外冷裏熱"
"拿烏龜當鍋蓋","握不住"
"拿腦袋撞牆","頭破血流"
"拿得手，抓得髻","證據確鑿"
"拿住刀把子","有瞭把柄"
"拿著鳳凰當雞賣","貴賤不分"
"拿著疆繩當汗毛揪","說得輕巧"
"拿著兔子當耗牛使","亂套"
"南風天石頭齣汗","迴潮瞭"
"南瓜藤爬電杆","高攀"
"南郭先生吹竹笙","濫竽充數"
"南來的燕，北來的風","擋不住"
"南山的豹，北山的蛟","狠的狠，凶的凶"
"南天門上掛燈籠","照遠不照近"
"南天門上捅窟窿","塌天大禍"
"腦袋不夠四兩重","輕浮"
"腦殼上頂門闆","好大的脾氣"
"腦門上開口","對天講話"
"哪吒戰小龍","抽你的筋，剝你的皮"
"泥巴捏的小人","沒骨氣"
"泥菩薩洗臉","失(濕)麵子"
"泥人經不起雨打","本質太差"
"泥神笑菩薩","你也好不瞭多少"
"逆風點火","自焚"
"粘豆粥糊鍋","難産(鏟)"
"粘米煮山芋","糊糊塗塗"
"碾盤對碾盤","實打實"
"牛鼻子穿環","讓人牽著走"
"牛吃稻草鴨吃榖","各人福氣不同"
"牛吃破草帽","滿肚子的壞圈圈"
"牛犢子拉犁剛上套","沒經驗"
"牛角堵在嘴巴上","不吹也得吹"
"牛角尖對牛角尖","對奸(尖)"
"牛皮鼓","聲大肚子空"
"牛身上爬螞蟻","不顯眼"
"牛蹄子上供","就顯你腳(角)大"
"牛眼看人","大個兒"
"撓火棍量白布","抹黑"
"老牛拉碾","原地打轉"
"老牛拉稀屎","連接不斷"
"老牛上鼻繩","沒跑；跑不瞭"
"老牛頭進湯鍋","難熬"
"老婆婆吃臘肉","扯皮"
"老婆婆趕廟會","眼花繚亂"
"老婆婆燒香","心誠；一片誠心"
"老少爺們過馬路","扶老攜幼"
"老壽星的腦袋","寶貝疙瘩"
"老鼠鼻子","大不瞭"
"老鼠掉進麵缸裏","翻白眼"
"老鼠跌壇子","有進無齣"
"老鼠逗貓","沒事找事"
"老鼠過街","人人喊打"
"老鼠見瞭貓","嚇破瞭膽"
"老鼠進棺材","咬死人"
"老鼠看倉","越看越光"
"老鼠扛大槍","窩裏逞能"
"老鼠啃擀麵杖","白費牙"
"老鼠啃石頭","白費牙"
"老鼠拉駱駝","野心勃勃；野心太大"
"老鼠爬旗杆","到頂瞭"
"老鼠碰上貓","在劫難逃"
"穆桂英大破天門陣","陣陣少不下"
"兔子當牛使","亂套瞭"
"萬丈懸崖上的鮮桃","沒人睬(采)；沒人嘗過"
"濛著眼睛賣布","鬍扯"
"麻布補西裝","土洋結閤"
"麻布手中綉牡丹","配不上；不配"
"麻布鞋上鑲綢子","不成體統"
"麻袋廠遭火災","燒包"
"麻袋裏裝麥秸","草包"
"麻袋做龍袍","不是這塊料"
"麻姑娘搽雪花膏","觀點模糊"
"麻秸抵門","經不起推敲；難撐"
"麻秸做笛子","吹不得；彆吹瞭"
"麻婆照鏡子","自找難看；個人觀點"
"麻雀的肚腹","小心眼；心眼狹小"
"麻雀掉到洞庭湖裏","不著邊際"
"麻雀掉到麵缸裏","糊嘴"
"麻雀剁瞭身子","光剩嘴"
"麻雀喝醉酒","騰雲駕霧"
"麻雀落糠堆","白歡喜；空歡喜；空喜一場"
"麻雀落在房梁上","架子不小；好大的架子"
"麻雀入籠","飛不瞭"
"麻雀頭包餃子","盡是嘴"
"麻雀洗澡","團團轉"
"麻雀啄雞子兒","搗蛋"
"麻蛇鑽刺裸","有去無迴"
"麻繩穿針","鑽不進"
"麻繩打毛衣","亂聯係；亂牽扯"
"麻綫搓繩","閤在一起乾"
"麻鞋著水","步步緊；越來越緊"
"麻油炒豆腐","不惜代價"
"馬鞭打牛","忘本"
"馬槽邊上的蒼蠅","混飯吃"
"馬車滾進泥水溝","拉不轉"
"馬車過沼澤地","此路不通"
"馬蹬子釘掌","空前絕後"
"馬蜂的屁股","碰不得；摸不得"
"馬蜂叮屁股","痛不可言"
"馬蜂過河","歹(帶)毒"
"馬褂改棉襖","老一套"
"馬駒子拉磨","不順手"
"馬拉車牛駕轅","不閤套"
"馬路上的傳單","白給"
"馬路上跑火車","不閤轍"
"馬路新聞","道聽途說"
"馬屁股上掛蒲扇","拍馬屁"
"馬群裏的駱駝","突齣"
"馬勺當鑼打","窮得叮當響"
"馬勺掏耳朵","不深入；深不下去"
"馬食槽不許驢插嘴","獨吞"
"馬蹄長瘤子","無關痛癢；不痛不癢"
"馬跳水浪","奔波"
"馬桶裏倒香水","香臭不分；香臭難分"
"馬桶上插花","隻圖錶麵好看"
"馬王爺","不管驢事"
"馬尾穿蘿蔔","粗中有細"
"馬尾拴菜團子","沒法提；提不得；提不起來"
"馬尾拴雞蛋","難纏"
"馬戲團的小醜","走過場"
"馬抓癢","全憑一張嘴；全仗嘴"
"碼頭工人扛麻包","難迴頭；迴頭難"
"碼子前麵添零","不算數"
"螞蛉長毛","天下奇聞；無奇不有"
"螞蟥變的","軟骨頭"
"螞蟥叭在牛尾上","甩不掉；甩不脫"
"螞蟻搬秤砣","白費功夫；白費勁；枉費工"
"螞蟻搬石磨","自不量力；不自量"
"螞蟻打群架","自相殘殺"
"螞蟻打食","三五成群"
"螞蟻的腿","閑不住"
"螞蟻的嘴","吃裏爬外"
"螞蟻扛大樹","自不量力；不自量"
"螞蟻啃象鼻","不識大體"
"螞蟻啃旗杆","吃不消；攻不倒"
"螞蟻爬皮球","無邊無"
"螞蟻身上砍一刀","渾身是傷"
"螞蟻生瘡","小毛病"
"螞蟻抬食","步調一緻"
"螞蟻抬土","一窩蜂"
"螞蟻馱秤砣","好大的口氣"
"螞蟻緣槐誇大國","小見識"
"罵瞭皇帝祖先","不忠不孝"
"螞蚱背秤碗","吃不住勁"
"螞蚱打食(找食)","緊顧嘴"
"螞蚱飛到藥罐時","自討苦吃；自找苦吃"
"螞蚱配蝗蟲","門當戶對"
"螞蚱看莊稼","越看越光"
"螞蚱頭擺碟子","盡是嘴"
"螞蚱馱磚頭","招架不住"
"埋好的地雷","一觸即發"
"買個喇叭不透氣","實心眼"
"買瞭麻花不吃","要的就是這個勁兒"
"買帽子揣到懷裏","不對頭"
"買石頭砸鍋","自尋倒竈"
"麥場上掛馬燈","照常(場)"
"麥稈裏睡覺","細人"
"麥秸稈裏看人","小瞧"
"麥秸稈枕頭","草包"
"麥槺搓繩","接不下茬"
"麥剋風前吹喇叭","裏外響"
"麥剋風前拉二鬍","弦外之音；弦外有音"
"麥田裏種棉花","一舉兩得"
"麥田捉田雞","手到擒來"
"賣不齣去的狐狸皮","騷貨"
"賣豆芽的不帶秤","亂抓"
"賣棺材的跺腳","恨人不死"
"賣花生的不用秤","估準"
"賣雞子兒的換筐籃","搗(倒)蛋"
"賣餃子的磨麥粉","提前做準備"
"賣餃子的磨麥粉","彆開生麵"
"賣瞭麥子買蒸籠","不蒸饅頭爭(蒸)口氣"
"賣帽子的喊賣鞋","頭上一句，腳下一句"
"賣煤的跟個狗","淨吃閑飯"
"賣盆的摔跤","亂瞭套；亂套瞭"
"賣沙鍋的摔跤","砸鍋"
"賣湯圓的跌跟頭","傾傢蕩産"
"賣蝦米不拿秤","抓瞎(蝦)"
"賣藝的練拳腳","連踢帶打"
"賣油的不打鹽","不管閑(鹹)事"
"賣油的敲鍋蓋","好大的牌子"
"饅頭做枕頭","不愁吃"
"滿地竹子","根連著根"
"滿街掛燈籠","光明大道"
"滿口鑲金牙","嘴裏漂亮"
"老鼠抬轎子","擔當不起"
"老鼠跳火坑","毛乾爪淨"
"老鼠偷餃子","一個個來"
"老鼠偷芝麻","吃香"
"老鼠挖牆洞","越掏越空"
"老鼠尾巴生瘡","小毛病"
"老鼠咬斷飯籃繩","白辛苦"
"老鼠咬旗杆","吃不倒"
"老鼠咬石柱","攻不倒"
"老鼠咬象鼻","不識大體"
"老鼠咬竈君","欺神滅相"
"老水牛拉馬車","不閤套"
"老太婆吃炒麵","悶瞭口"
"老太婆吃黃連","苦口婆心"
"老太婆改嫁","事齣有因"
"老太婆納鞋底","韆真(針)萬真(針)"
"老太太補衣服","東拼西湊"
"老太太吃海蜇","搬嘴弄舌"
"老太太吃排骨","難啃；啃不動"
"老太太吃桃子","專揀軟的捏"
"老太太的拐棍","專扶人"
"老太太的鞋","前緊後鬆"
"老太太的嘴","吃軟不吃硬"
"老太太啃骨頭","軟磨硬頂"
"老太太扭秧歌","笨手笨腳"
"老太太上颱階","一步步來"
"老太太燒香","誠心誠意"
"老太太想生子","沒指望"
"老太太站崗","立場不穩"
"老太太走獨木橋","難過"
"老太太坐電梯","一步到頂"
"老套子捲珍珠","內中有寶"
"老頭的帽子","一把抓"
"老頭牽瘦驢","顧(雇)不得"
"老頭子聯歡","非同兒戲"
"老頭子做棺材","壽限快到瞭"
"老王賣瓜","自賣自誇"
"老鴉高歌","不成調"
"老爺傢裏當差的","低三下四"
"老鷹變成夜貓子","一輩不如一輩；一代不如一代"
"老鷹叨大象","自不量力；不自量"
"老鷹捕雞毛撣","一場空"
"老鷹捕食","見機(雞)行事"
"老鷹追兔子","一個天上，一個地下"
"老鷹捉麻雀","一抓就來"
"老子納妾兒嫖娼","一窩不正經"
"老子入團兒入黨","一代比一代強；一輩強似一輩"
"老子偷雞兒摸狗","一輩更比一輩壞"
"勒緊褲帶拉二鬍","窮作樂；窮快活"
"勒緊腰帶數日月","難過"
"雷打芝麻","專揀小的欺"
"雷鋒事跡","名揚四方；到處傳揚"
"雷鋒送大嫂上車","助人為樂"
"雷公動怒","不同凡響；驚天動地"
"雷公劈螞蟻","大的欺負小的；氣勢洶洶"
"雷婆找龍王談心","天涯海角覓知音"
"雷聲大，雨點小","有名無實"
"擂槌吹火","一竅不通"
"肋條換豬爪","不上算；不閤算"
"冷鍋貼餅子","溜啦"
"冷庫裏的五髒","心腸硬"
"冷水發麵","沒勁"
"冷水澆頭","涼瞭半截"
"冷水梳頭","一時光"
"麻子照相","臉上不好看"
"木頭人過河","摸不著底(比喻摸不著底細)"
"木闆闆釘釘","說一句是一句(比喻說話算數)"
"木匠拉大鋸","有來有去(比喻彼此間互有來往)"
"木匠刨木料","有尺寸(比喻做事有分寸)"
"木匠推刨子","直來直去(比喻為人直爽，說話不拐彎抹角)"
"木偶下海","不著底(比喻工作不深入實際)"
"木偶錶演","隨著人傢的指頭轉"
"螞蝗見血","叮(盯)住不放(比喻集中視力看)"
"螞蟻擋道兒","顛不翻車(比喻無關大局)"
"螞蟻搬傢","不是風，就是雨(比喻事先有瞭預兆)"
"賣瞭犬褂買褲衩","短得見不瞭人"
"賣豆腐的扛馬腳","生意不大架子大(比喻本事不大，架子卻不小)"
"賣水的看大河","盡是錢(比喻腦袋裏想的是錢，眼睛看的是錢，一切為瞭錢)"
"貓不吃魚","假斯文"
"貓兒抓老鼠","祖傳手藝"
"貓鑽狗洞","容易通過"
"貓頭鷹唱歌","怪聲怪調"
"馬大哈當會計","全是糊塗帳"
"馬路不叫馬路","公道(①比喻公正。②公平、閤理)"
"馬蜂蜇禿子","沒遮沒蓋(比喻沒有可掩飾的瞭)"
"沒吃三兩煎豆腐","稱什麼老齋公"
"棉花裏藏針","軟中有硬(比喻軟的手段和硬的手段都有)"
"盲人買喇叭","瞎吹"
"母豬的耳朵","軟的(比喻容易被感動或動搖)"
"母豬毀牆根","亂拱(比喻亂說，搬弄是非)"
"母豬撬瓜藤","亂拱"
"門檻下的磚頭","踢進踢齣(比喻誰也不願意要，推來推去)"
"門框脫坯子","大模大樣"
"廟裏的和尚撞鍾","鳴(名)聲在外"
"廟裏的豬頭","各有主(比喻都已為人所有，沒有多餘)"
"廟門前的石獅子","一對兒(比喻兩個人關係密切)"
"茅廁裏啃香瓜","不對味兒"
"茅坑裏的石頭","又臭又硬(比喻名聲不好，態度頑固)"
"茅坑裏丟炸彈","激起公憤(糞)"
"茅坑裏安電扇","齣臭風頭"
"茅坑裏放玫瑰花","顯不齣香味"
"茅廁闆做祖牌","不是正經材料"
"夢裏吃蜜","想得甜"
"夢裏的飛機","想頭不低"
"無根的水草","漂浮不定"
"無根的浮萍","成不瞭棟梁之材"
"無底洞","深不可測"
"無底洞裏灌水","再多也填不滿"
"無目的放禮炮","亂轟轟"
"無病吃藥","自討苦吃"
"無眼蒼蠅","瞎碰"
"毛驢碰門","來的不是人"
"毛驢拉磨","跑不齣這圈兒"
"磨上睡覺","轉嚮瞭"
"磨道裏的驢","轉圈子"
"美食傢聊天","講吃不講穿"
"黴蛇的牙齒馬蜂針","最毒"
"墨裏藏針","難找尋"
"墨魚肚腸河豚肝","又黑又毒"
"茉莉花喂駱駝","那得多少"
"姐妹貼對聯","不分上下"
"梅香拜把子","都是奴纔"
"麻袋片上綉花","一代(袋)不如一代"
"猛火烤燒餅","不齣好貨"
"饅頭裏包豆渣","人傢不誇自己誇"
"麻子管事","點子多"
"麻子敲門","坑人到傢瞭"
"麻布袋綉花","底子太差"
"麻稈搭橋","擔當不起"
"麻稈搭橋","難過"
"麻雀雖小","五髒俱全"
"馬勺碰鍋沿","常有的事"
"埋下的地雷","一觸即發"
"買迴彩電帶迴發票","有根有據"
"買鹹魚放生","盡做冤枉事"
"買盒還珠","常有的事"
"買瞭麥子習籠屜","不蒸饅頭蒸(爭)口氣"
"滿口黃連","說不完的苦"
"滿口金牙","開口就是謊(黃)"
"滿身沾油的老鼠往火裏鑽","哪還有它好過的"
"盲公戴眼鏡","裝樣子的"
"貓兒捉老鼠狗看門","各守本分"
"帽沒兒做鞋墊兒","一貶到底"
"梅蘭芳唱霸王彆姬","拿手好戲"
"濛在鼓裏聽打雷","弄不清東南西北"
"孟薑女拉著劉海兒","有哭有笑"
"孟獲歸降","口服心服"
"孟薑女尋夫","不遠韆裏"
"彌勒佛","笑口常開"
"摸著石頭過河","穩當些"
"摩天嶺上放哨","站的高看的遠"
"摩天嶺上放哨","高瞻遠矚"
"摩天嶺上放焰火","天花亂墜"
"魔術師錶演","變得真快"
"魔術師錶演","說變就變"
"魔術師的手法","無中生有"
"茅坑裏的磚頭","又臭又硬"
"麵壁拉大便","發奮圖強(牆)"
"茅坑扔炸彈","激起民憤(糞)"
"十天不拉屎","堅持不懈(瀉)"
"雷公喝酒","鬍批(劈)"
"冷水宰雞","一毛不拔"
"冷水調米粉","不沾(粘)"
"離瞭水晶宮的龍","寸步難行"
"離群的羊羔","孤孤單單"
"犁地淹死牛","傷(墒)透瞭"
"黎明的覺，半道的妻，羊肉餃子清燉雞","難得的"
"狸貓換太子","以假冒真"
"理發店關門","沒頭瞭"
"理發師傅收攤子","沒頭瞭"
"理字賣給閻王爺","不講道理"
"鯉魚碰網","自取滅亡"
"利劍斬亂麻","一刀兩斷"
"利刀石上磨","精益求精"
"李世民登基","順應民心"
"李林甫當宰相","口蜜腹劍"
"李逵升堂判案","亂打一通"
"李逵賣煤炭","黑對黑；黑上加黑"
"李逵開鐵匠鋪","人強貨硬"
"李逵裹腳","堆纏；難辦"
"鯉魚跳船上","不勞(撈)而獲"
"倆狗打架","你咬我，我咬你；以牙還牙"
"倆獅子打架","不是你死，就是我亡"
"倆小鬼作仇","死對頭"
"倆啞巴見麵","沒說的"
"連鬢鬍子吃麻糖","糾纏不清"
"蓮藕生瘡","壞心眼"
"臉盆裏撐船","內行(航)"
"臉盆紮猛子","不知深淺"
"練武術的不拿刀槍","赤手空拳"
"涼白開沏茶","乏味"
"梁山的兄弟","不打不成相識；誌同道閤"
"梁山泊的王倫","不能容人；容不得人；誰都容不"
"梁頭上吊王八","四腳無靠"
"兩分錢的醋","又酸又賤"
"兩分錢一個豬頭","臉麵不值錢"
"兩個巴掌打人","左右開弓"
"兩個鼓槌","一對兒"
"兩個泥菩薩過河","誰也救不瞭誰"
"兩個人做買賣","缺一不可"
"兩個兄弟吵分傢","各顧各"
"兩個醉漢睡覺","東倒西歪"
"兩虎把門","進退兩難"
"兩口子鋤地","不顧(雇)彆人"
"兩口子分傢","各人顧各人"
"兩口子推磨","同心協力"
"兩勤夾一懶","一不做，二不休"
"兩扇磨磨麵粉","缺一不可"
"兩手架鼓","等著挨敲"
"兩手捏兔子","穩拿"
"兩手托刺蝟","碰到棘手事；棘手"
"兩條腿的闆凳","坐不穩；坐不住"
"兩響炮升天","想(響)到一塊兒瞭"
"兩樣布做夾祅","錶裏不一"
"兩隻手寫對聯","雙管齊下"
"兩隻眼盯著一個小錢","見錢眼開"
"咧著嘴吃梅子","看你那個酸相"
"列車上放廣播","道聽途說"
"劣馬裝麒麟","露馬腳"
"鄰居夫人","不救自危"
"林衝上梁山","逼齣來的"
"林子裏的斑鳩","一對兒"
"臨嫁的姑娘","滿麵春風；春風滿麵"
"臨老當和尚","半路齣傢"
"臨死挨瞭一巴掌","死不要臉"
"拎破籃吹嗩呐","裝相"
"嶺上唱山歌","高調"
"流浪漢坐遠滾輪","四海為傢"
"琉璃瓦蓋寺廟","頂好"
"劉備編草鞋","內行"
"劉備對孔明","言聽計從"
"劉備藉荊州","有藉無還"
"劉備遇諸葛","無話不說"
"柳樹抽芽","自發"
"柳樹的屁股","坐下就紮根"
"柳樹開花","無結果；不結果"
"柳條穿泥鰍","一路貨"
"柳條穿魚","串起來瞭"
"六個指頭劃拳","齣瞭新招"
"六月的斑鳩","不知春鞦"
"六月的山","清(青)一色"
"六月的閃電","眨眼不見"
"六月飛霜","怪事一樁；怪事"
"六月裏吃生薑","熱乎乎"
"六月裏的梨疙瘩","有點酸"
"六月天戴手套","保守(手)"
"六月債","還得快"
"龍宮裏造反","慌瞭神"
"龍王發脾氣","翻江倒海；興風作浪"
"龍王靠邊","人定勝天"
"龍王爺的後代","龍子龍孫"
"龍王爺的帽子","道道多"
"龍王爺的脾氣","摸不透"
"龍王爺翻臉","要變天"
"龍王爺放火","改行"
"龍王爺作法","呼風喚雨"
"龍珠跟著龍尾轉","首尾相連"
"籠屜上抓饅頭","穩拿"
"籠中小鳥","飛不瞭"
"籠子裏的鳥","有翅難飛"
"籠子裏的鸚鵡","多嘴多舌"
"聾子打電話","形式主義；多此一舉"
"聾子打鼓","充耳不聞"
"聾子戴耳機","充耳不聞；聽而不聞"
"聾子見啞巴","不聞不問"
"聾子拉鬍琴","鬍扯"
"聾子聽戲","白費功夫；自費勁；枉費工"
"聾子瞎瞭眼","閉目塞聽"
"摟著金條睡覺","守財奴"
"漏洞百齣的廣告","經不起推敲"
"漏壺裏灌水","永不滿足"
"鱸魚探蝦毛","不懷好意"
"蘆柴稈做門閂","難撐"
"蘆溝橋的石獅子","數不清"
"蘆葦牆上釘釘子","不牢靠"
"魯班的兒子學木匠","一代傳一代；門裏齣身"
"魯班的手藝","巧奪天工"
"魯班皺眉頭","彆具匠心"
"魯肅服孔明","五體投地"
"魯提轄拳打鎮關西","抱打不平"
"魯智深齣傢","無牽掛；無牽無掛"
"網站精英的報稿","海市蜃樓"
"穿著洋衣拿著洋文憑的騙子","網站精英"
"鞏麗作廣告","抹粉"
"趙薇作廣告","瘋人說瘋話"
"劉曉慶齣演小鳳仙","人老心紅"
"成剋傑反貪","賈(假)政(正)"
"青春偶象派的女主持人","裝天真"
"青春偶象派的男主持人","賈(假)母"
"無論多大，女節目主持人總嫌小的東西","眼睛"
"女名人的臉","畫皮"
"轆轤斷瞭軸","玩不轉"
"路邊的小草","任人踐踏；由人踩"
"路燈照明","公道"
"鷺鷥飛過養魚池","眼飽肚中飢"
"驢糞蛋上插花","臭美"
"驢糞蛋子捏菩薩","胎壞瞭；壞瞭胎"
"驢拉磨轉圈圈","沒頭沒尾；沒盡頭"
"驢臉和豬頭","醜對醜；一對醜"
"驢屁股上的蒼蠅","亂哄哄"
"驢頭馬麵","一路貨"
"驢頭伸進奶桶裏","白吃"
"驢子打滾","四腳朝天"
"驢子吞灰麵(白麵)","白吃"
"呂布戲貂嬋","上當受騙；英雄難過美人關"
"呂洞賓打擺子","占先(顫仙)"
"呂洞賓講故事","神話"
"呂濛正蓋房子","造謠(窯)"
"旅客上火車","各就各位"
"綠豆換米","各有一喜"
"孿生兄弟","不分彼此"
"亂墳崗上唱戲","鬧鬼"
"亂麻疙瘩","理不清"
"亂綫團掉刺窩","難理清"
"亂葬墳上跳舞","鬼迷心竅"
"輪船上觀海","無邊無沿"
"輪船上潑水","隨波逐流"
"輪胎打氣","有進無齣"
"羅鍋作揖","舉手之勞"
"羅鍋腰上山","錢(前緊)"
"蘿蔔齣水","蔫瞭"
"蘿蔔乾當人參","不識貨"
"蘿蔔上墳","哄鬼；騙鬼；哄死人"
"蘿蔔長叉","多心"
"騾子的臉","非驢非馬"
"騾子陪考","比勁大"
"螺螄殼裏睡覺","摸不清方嚮"
"駱駝挨鞭子","忍辱負重"
"駱駝打前失","倒黴(煤)"
"駱駝放屁","想(響)得亮"
"駱駝生驢子","怪胎"
"駱駝走路","昂首闊步；穩重"
"落成的雕像","定瞭型；定型瞭"
"落花流水","有去無迴"
"落山的太陽","沒多大亮"
"落水的雞毛","飛不瞭"
"落水的桃花","隨波逐流"
"落湯雞崽","抬不起頭來"
"落雨立當院","輪(淋)到頭上"
"落雨天齣彩雲","假情(晴)"
