"龐統當知縣","大材小用"
"叫花子接彩球","喜瘋子；喜齣望外"
"叫花子進貢","窮盡忠"
"叫花子看滑稽(獨角戲)","窮開心"
"叫花子看外婆","兩手空"
"叫花子開店鋪","無本生意"
"叫花子誇祖業","自己沒齣息"
"叫花子擂鼓","窮開心"
"叫花子練跌打","窮摺騰"
"叫花子賣布","窮扯"
"叫花子起五更","窮忙"
"叫花子請客","窮張羅；窮大方"
"叫花子睡覺","窮睏"
"叫花子討灰麵(白麵)","一窮二白"
"叫花子提親","窮說；窮湊閤"
"叫花子跳井","窮途末路；無路可走"
"叫花子舞討飯棍","窮開心"
"叫花子想公主","一廂情願"
"叫花子咬牙","窮凶極惡；窮橫"
"叫花子照鏡子","一副窮相；窮相"
"叫花子捉虱子","十拿九穩"
"叫花子走清明","兩頭忙"
"叫花子醉酒","窮開心"
"叫花子做駙馬","受寵若驚"
"叫花子做皇上","喜從天降"
"叫林黛玉掄闆斧","強人所難"
"叫鐵公雞下蛋","異想天開"
"叫兔子去拉磨","沒有那一套"
"叫羊看菜園","越看越光"
"結巴郎吵架","張口結舌"
"揭開廬山真麵目","心中有數；肚裏有數"
"街上的傳單","白給"
"街上流行紅裙子","趕時興；趕時髦"
"街頭耍把式","光說不練"
"節草拴西瓜","難纏"
"節日擺宴席","濟濟一堂"
"節日的禮花","萬紫韆紅"
"姐兒倆害相思","同病相憐"
"姐倆迴娘傢","殊途同歸"
"藉瞭一角還十分","分文不差"
"一群螃蟹過街","橫行霸道"
"一窩猴子","都姓孫"
"長蟲戴草帽","細高挑兒(身材細長的人)"
"長蟲當拐杖","靠不住；不可靠"
"長蟲過亂石灘","繞來繞去"
"長蟲過門檻","點頭哈腰"
"長蟲爬進槍筒裏","難迴頭；迴頭難"
"唱戲打邊鼓","旁敲側擊"
"唱戲的挨刀","無傷大體；無關大體"
"唱戲的穿玻璃鞋","名角(明腳)"
"唱戲的吹鬍同","假生氣"
"唱戲的打闆子","一五一十"
"扯足順風篷","得勢"
"晨霧炊煙","一吹就散"
"沉香木當柴燒","用材不當"
"陳醋當酒喝","哭笑不得"
"陳榖做種子","難發芽"
"城隍廟的菩薩","正襟危坐；不怕鬼"
"城隍廟的鐵算盤","難算；算不清；不由人算"
"城隍廟裏齣告示","嚇鬼"
"城隍廟裏打官司","死對頭"
"城隍廟裏的鼓槌","一對兒"
"城牆上的草","風吹兩邊倒"
"城牆上點烽火","告急"
"城牆上趕麻雀","白費功夫；白費勁；枉費功"
"城牆上騎瞎馬","好險；冒險；危險"
"城頭上放風箏","齣手高"
"長蟲過街","莽(蟒)行"
"唱戲的鬍子","假的"
"唱戲的喝彩","自吹自擂"
"唱戲的教徒弟","幕後指甫"
"唱戲的轉圈圈","走過場"
"朝天放槍","空響(想)"
"炒瞭一盆麻雀腦袋","多嘴多舌"
"車道溝裏的泥鰍","掀不起大浪"
"車輪子沒軸","轉不開"
"車輛對開","各走一邊"
"陳年老帳","設法瞭結"
"城頭上齣殯","統一個大彎兒"
"程咬金的斧子","頭三下"
"秤砣掉進大海裏","浮不起來"
"秤砣掉在棉被上","沒有迴音"
"吃瞭芋頭不下肚","頂心頂肺"
"吃瞭秤舵","鐵心瞭"
"吃瞭算盤子","心裏有數"
"吃瞭扁擔","橫瞭腸子"
"吃瞭木炭","黑瞭良心"
"吃柳條拉筐子","肚子裏編"
"吃剩飯長大的","盡齣餿主意"
"吃著話梅講話","一股酸味"
"池塘裏的癲蛤蟆","叫起來沒個究"
"衝溝裏放牛","兩邊吃"
"蟲蛀的扁擔","受不瞭兩頭壓"
"崇賴上吊","走投無路"
"仇人相見","分外眼紅"
"醜姑娘給俊女婿","混著過"
"臭豆腐","聞著臭，吃著香"
"臭蟲咬人","齣嘴不齣身"
"齣土的甘蔗","節節甜"
"初齣犢","不怕虎"
"廚房裏的貓","總不記打"
"廚房裏的火簡","兩頭空"
"楚莊王猜謎語","一鳴驚人"
"穿鼕衣戴夏帽","不知春鞦"
"穿著汗衫戴棉帽","不相稱"
"穿寒衣搖夏扇","不知冷熱"
"傳說中的八仙","各有韆鞦"
"船頭上跑馬","走投無路"
"窗戶紙","一戳應就透"
"窗戶上畫老虎","嚇不瞭誰"
"窗戶眼兒吹喇叭","名(鳴)聲在外"
"吹迴肖過墳場","自己給自己壯膽"
"吹鼓手趕集","沒事找事"
"吹嗽揚脖","起高調"
"炊事員行罩","替人背黑鍋"
"春天的竹筍","節節嚮上"
"春天的石榴花","心紅"
"吃豹子膽長大的","凶惡極瞭"
"吃不瞭兜著走","自擔責任"
"吃得耳朵都動","味道好爽"
"吃燈草灰長大的","說話沒分量"
"吃多瞭安眠藥","不省悟"
"此地無銀三百兩","泄露瞭天機"
"錘砸鐵鑽","響當當"
"從小沒娘","說來話長"
"從門縫裏看人","把人瞧扁瞭"
"寸花公雞上舞颱","誰跟你比漂亮"
"單身漢分到房","自成一傢"
"竄蛇盯小鳥","列奏(逮住)"
"槽笛吹火","到處泄氣"
"刺叭佬娶老婆","自吹"
"稱秸稈紮的雞","插翅也難飛"
"陳世美做附馬","喜新厭舊"
"醋缸裏釀酒","壇壇酸"
"蠶寶寶吃桑葉","胃口越來越大"
"蠶寶寶牽蜘蛛","私(絲)連私(絲)"
"蠶豆開花","黑心；黑瞭心"
"蠶爬掃帚","淨找岔(杈)"
"蒼蠅包網子(婦女罩頭的小網)","好大的臉皮"
"蒼蠅來花","裝瘋(蜂)"
"蒼蠅掉在醬缸裏","糊糊塗塗；糊裏糊塗"
"蒼蠅叮大糞","臭味相投"
"蒼蠅叮雞蛋","無孔不入"
"草原上的百靈鳥","嘴巧"
"草原上的勁風","擋不住"
"草原上天氣","變化多端"
"草原上點火","著慌(荒)"
"廁所頂上開窗子","臭氣衝天"
"廁所裏的茅缸","裝死(屎)"
"廁所裏灑香水","香臭不分；香臭難分"
"廁所裏尋竈王","找錯瞭地方；搞錯瞭地方"
"車站上的蚊子","專跟過路人作對"
"纔輸瞭當頭炮","慌什麼"
"纔子配佳人","十全十美；恰好一對"
"財神爺打官司","有錢就有理"
"財神爺發慈悲","有的是錢"
"財神爺翻臉","不認帳"
"財神爺摸腦殼","好事臨頭"
"財神爺要飯","裝窮"
"財主劫路","為富不仁"
"裁縫拿綫","認真(紉針)"
"裁縫鋪的衣服","一套一套的"
"裁縫的手藝","認真(紉針)"
"裁縫師傅對綉娘","一個行當"
"裁縫師傅做衣服","有尺寸；韆真(針)萬真"
"裁縫做嫁衣","替彆人歡喜"
"裁衣不用剪子","鬍扯"
"踩癟瞭的魚泡","泄氣"
"踩凳子鈎月亮","差得遠；差遠瞭"
"踩高蹺的過河","半截不是人"
"踩死螞蟻也要驗屍","過分認真"
"踩著鼻子上臉","欺人太甚；太欺負人"
"踩著高蹺過獨木橋","藝高人膽大"
"踩著肩膀撒尿","成心糟踏人"
"踩著井繩當是蛇","膽小鬼"
"踩著石頭過河","腳踏實地"
"彩虹和白雲談情","一吹就散"
"菜刀剃頭","與眾不同；太懸乎"
"菜鍋裏炒鵝卵石","不進油鹽；油鹽不進"
"菜園裏的海椒","越老越紅"
"菜園裏的苦瓜","越老越紅"
"菜園裏的轆轤","由人擺布；任人擺布"
"菜園裏的羊角蔥","越老越辣"
"菜籽裏的黃豆","數它大"
"蔡輻迎劉備","好話說盡，壞事做絕"
"參天的大樹","高不可攀"
"蒼蠅飛到牛胯上","抱粗腿"
"蒼蠅飛進牛眼裏","自討麻煩；自找麻煩"
"蒼蠅跟屎殼郞做朋友","臭味相投"
"蒼蠅會蜘蛛","自投羅網"
"蒼蠅見糞堆","盯(叮)住不放"
"蒼蠅落在臭蛋上","下縫下蛆"
"蒼蠅落在蜜盆裏","沾上瞭"
"蒼蠅碰玻璃","看到光明無前途"
"蒼蠅耍燈草","死中作樂；死快活"
"蒼蠅推牆","自不量力；不自量"
"蒼蠅圍著雞蛋轉","沒門；無門"
"蒼蠅尋狗屎","臭味相投"
"蒼蠅鑽到瓶瓶裏","處處碰壁"
"蒼蠅鑽茅房","沾腥惹臭"
"操場上捉迷藏","無地容身；無處藏身"
"曹操八十萬兵馬過獨木橋","沒完沒瞭"
"曹操背時遇蔣乾，鬍豆背時遇稀飯","倒黴透瞭"
"曹操的人馬","多多益善；越多越好"
"曹操殺蔡瑁","上當受騙；操之過急"
"曹操遇馬超","割須棄袍"
"草把兒打仗","假充好漢"
"草把兒撞鍾","不想(響)"
"草把子作燈","粗心"
"草包竪大漢","能吃不能乾"
"草叢裏的眼鏡蛇","歹毒"
"草地上的蘑菇","單根獨苗"
"草房上安獸頭","配不上；不配"
"草裏的斑鳩","不知春鞦"
"草驢(母驢)賣瞭買叫驢(公驢)","鬍搗騰"
"草帽戴在膝蓋上","不對頭"
"草帽破瞭頂","露頭"
"草帽子端水","一場空"
"草人過河","漂浮不定"
"草繩子拔河","經不住拉"
"草鞋上拴雞毛","飛快；跑得快"
"草鞋撞鍾","打不響"
"茶杯蓋上放雞蛋","靠不住；不可靠"
"茶杯裏放塊糖","壽命不長"
"茶館裏擺龍門陣","想起什麼說什麼"
"茶館裏掛斧頭","鬍(壺)作(斫)非為"
"茶館裏伸手","鬍(壺)來"
"茶壺掉瞭把兒","沒嘴"
"茶壺裏開染房","無法擺布；不好擺布"
"茶壺裏泡豆芽","受不完的勾頭罪"
"茶壺裏喊冤","鬍(壺)鬧"
"茶壺裏貼餅子","難下手；下不瞭手；無法下手"
"茶壺裏洗澡","撲騰不開"
"茶壺沒肚兒","光剩嘴"
"茶壺煮牛頭","下不去"
"茶鋪子裏的水","滾開"
"搽米湯上吊","糊塗死瞭"
"拆房逮耗子","大乾一場；得不償失"
"拆瞭東籬補西壁","窮湊閤；窮湊；顧此失彼"
"拆瞭茅房蓋樓房","臭底子；底子臭；根子不淨"
"拆瞭鞋麵做帽沿","顧頭不顧腳"
"拆廟搬菩薩","乾脆利索；乾淨利索；收攤子"
"拆襪子補鞋","顧麵不顧裏"
"拆屋放風箏","隻圖風流不顧傢"
"柴油機抽水","吞吞吐吐"
"豺狼請兔子的客","沒好事；不是好事"
"饞狗等骨頭","急不可待"
"饞貓吃耗子","生吞活剝"
"饞嘴巴走進藥材店","自討苦吃；自找苦吃"
"常勝將軍齣徵","所嚮無敵"
"常勝將軍迴朝","凱鏇歸來"
"常勝將軍疆場","不獲全勝不收兵"
"長闆坡上的趙子龍","單槍匹馬"
"長蟲吃高梁","順杆爬"
"長蟲吃蛤蟆","慢慢來"
"長蟲打架","繞脖子"
"長蟲碰壁","莽(蟒)撞"
"長蟲鑽刺蓬","有去無迴"
"長蟲鑽竹筒","難迴頭；迴頭難"
"長工的歲月","難熬"
"長江後浪推前浪","一波未平，一波又起"
"長江黃河裏的水","無窮無盡"
"長江裏的石頭","經過風浪"
"長江水萬裏流","波濤滾滾"
"長江漲大水","來勢凶猛"
"長頸鹿的腦袋突齣","頭揚得高；高人一頭"
"長衫改夾襖","取長補短"
"長尾巴蠍子","毒極瞭；最毒"
"長綫放風箏","慢慢來"
"長竹竿戳水道眼","一通到底"
"長竹竿進城門","難轉彎；轉不過彎來"
"長竹竿進巷道","直來直去；直迸直齣；直齣直入"
"卒子過河","隻進不退；死不迴頭；橫衝直撞"
"重錘掉在鋼闆上","落地有聲"
"長一隻耳朵的人","偏聽偏信"
"長瞭兔子腿","跑得快"
"藏民穿皮襖","露一手"
"唱京戲拉單弦","變瞭調"
"唱木偶戲的","盡捉弄人"
"唱皮影戲的跌跟頭","丟人打傢夥"
"唱戲不拉鬍琴","乾嚎"
"唱戲的抖三抖","假威風"
"唱戲的教徒弟","幕後指點"
"唱戲的拿馬鞭子","走人瞭"
"唱戲的念道白","自言自語"
"唱戲沒主角","鬍鬧颱"
"鈔票洗額頭","見錢眼開"
"超載的火車","任重道遠"
"朝天放炮","空想(響)"
"朝天椒","又尖又辣"
"朝天一箭","無的放矢"
"朝廷老爺拾大糞","有福不會享"
"晁蓋的軍師","無(吳)用"
"炒菜不放鹽","乏味；淡而無味"
"炒菜的鐵鍋","膩透瞭"
"炒菜放油鹽","理所當然"
"炒豆發芽","好事難盼"
"炒鬍豆(蠶豆)下酒","乾脆；乾乾脆脆"
"炒韭菜擱蔥","白搭"
"炒麵捏娃娃","熟人"
"炒熟的黃豆","難發芽"
"炒鹹菜不放鹽","有言(鹽)在先"
"車把式扔鞭子","沒人敢(趕)；誰敢(趕)"
"車翻瞭去馴馬","晚瞭；遲瞭"
"車工三班倒","連軸轉"
"車有車道，船有航道","各有各的路"
"扯鈴扯到半空中","空想(響)"
"扯亂瞭的絲綫","找不到頭"
"扯起風帆又蕩漿","有福不會享"
"扯起眉毛哄眼睛","自欺欺人；自騙自；自己哄自己"
"扯著鬍子打鞦韆","謙虛(牽須)"
"陳世美不認秦香蓮","喜新厭舊"
"陳世美打轎夫","不識抬舉"
"陳世美娶皇姑","喜新厭舊"
"臣民進皇官","層層深入"
"趁熱打鐵","趕緊；正在火候上"
"撐不開的傘","沒骨頭"
"撐船不用篙","放任自流；任其自流"
"撐船的老闆","看見使舵"
"成吉思汗的兵馬","所嚮無敵"
"成熟的花生果","滿人(仁)"
"成天想蠶繭","隻顧私(絲)"
"城隍老爺戴孝","白跑(袍)"
"城隍老爺發神經","鬼迷心竅"
"城隍老爺娶妻","抬轎的是鬼，坐轎的也是鬼"
"城隍老爺剃腦殼","鬼頭鬼腦"
"城隍廟裏掛弓箭","色(射)鬼"
"城隍廟裏聚會","淨是鬼"
"城隍廟裏鬧內訌","鬼打鬼"
"城隍奶奶燒柴竈","鬼火直冒"
"城隍菩薩的馬","不見起(騎)"
"城隍菩薩拉二鬍","鬼扯"
"城隍爺不穿褲子","羞死鬼；無恥"
"城隍爺掉井裏，土地爺扒頭看","不敢勞(撈)"
"城隍爺躲債","窮鬼"
"城隍與玉皇","有天地之彆"
"城門洞的行人","來去自由"
"城門口的磚頭","踢齣來的"
"城門樓上乘涼","好齣風頭"
"城門樓上的哨兵","高手(守)"
"城門樓上掛豬頭","架子不小；好大的架子"
"城頭上跑馬","兜圈子；難轉溜；轉不過彎來"
"城外頭開錢莊","外行"
"程咬金拜大旗","運氣好；眾望所歸"
"程咬金的三斧頭","虎頭蛇尾"
"程嬰告蜜搜趙式","閤兒救孤"
"乘慢車來的人","不速之客"
"乘字底下丟瞭人","真乖"
"秤錘扔到大海裏","直綫下降"
"秤杆掉瞭星","不識斤兩"
"秤杆上的準星","分得齣斤兩"
"秤杆與秤砣","密不可分"
"秤鈎吊在屁股上","自稱自"
"秤鈎子釣魚","撈不著"
"秤砣掉在廚櫃裏","砸人飯碗"
"秤砧掉在鼓上","不懂(撲通)"
"秤砣花過河","不服(浮)"
"秤砣囫圇吞","鐵瞭心"
"秤砣碰鐵蛋","硬對硬"
"吃霸王的飯，給劉邦乾事","不是真心"
"吃飽飯閑嗑牙","沒事找事"
"吃蜂蜜說好話","甜言蜜語"
"吃狗肉喝白酒","裏外發燒"
"吃掛麵不調鹽","有言(鹽)在先"
"吃罐頭沒刀","難開口；口難開；不好開口"
"吃海水長大的","管得寬"
"吃雞蛋不拿錢","混蛋"
"吃餃子不吃餡","調(挑)皮"
"吃酒陪新娘","裝模作樣；裝樣子"
"吃烤山芋","又吹又拍；吹吹拍拍"
"吃狼奶長大的","凶惡極瞭"
"吃瞭白糖吃冰糖","乏味"
"吃瞭抄手(餛飩)吃餛飩","一碼事"
"吃瞭定心丸","做事踏實"
"吃瞭海椒啃甘蔗","嘴甜心辣"
"吃瞭雞下巴","愛搭嘴"
"吃瞭枯炭","黑心；黑瞭心"
"吃瞭雷公的膽","天不怕地不怕"
"吃瞭靈芝草","長生不老"
"吃瞭鳥槍藥","火氣衝天"
"吃瞭煤炭","火氣衝天"
"吃瞭喜鵲蛋","樂開懷"
"吃瞭一包迴形針","一肚子委屈(麯)"
"吃瞭一筐爛石榴","滿肚子壞點子"
"吃瞭一筐爛杏","心酸得很"
"孫悟空變土地廟","尾巴難藏"
"孫悟空藉火扇","一物降一物"
"孫悟空封瞭弼馬溫","管它官大官小"
"孫悟空大鬧天宮","慌瞭神"
"孫悟空的金箍棒","隨心如意"
"孫悟空碰著如來佛","認栽"
"孫武用兵","以一當十"
"孫行者鑽進鐵扇公主肚裏","心腹之患"
"孫行者上天","忘瞭自己從哪塊石頭裏蹦齣來的"
"孫權殺關公","嫁禍於人"
"孫大聖聽瞭緊箍咒","頭痛"
"孫二娘開店","住不得"
"許褚戰馬超","赤膊上陣"
"齊桓公進迷榖","靠老馬識途"
"關羽看《春鞦》","一目瞭然"
"關羽失荊洲","驕兵必敗"
"關羽放曹操","念舊情"
"關羽降曹操","身在曹營心在漢"
"關公走麥城","最後一著"
"關公舞大刀","拿手好戲"
"關雲長颳骨療毒","全無痛苦"
"關雲長不殺張文遠","念在舊情"
"關雲長守嫂嫂","情意為重"
"關雲長敗走麥城","吃虧全在大意"
"劉海拉著孟薑女","有哭有笑"
"劉皇叔哭荊洲","拿眼淚嚇人"
"劉備請諸葛亮","思賢心切"
"劉備上黃鶴樓","嚇得索索抖"
"劉備摜阿鬥","假買人心"
"劉備賣草鞋","有貨，本行"
"劉備藉荊洲","隻藉不還"
"劉備的江山","哭齣來的"
"劉阿鬥","扶不起"
"劉姥姥坐席","齣洋相"
"劉姥姥進大觀園","眼花繚亂"
"後主降魏","不知羞恥"
"伍子胥過昭關","一宿白瞭頭發"
"華佗行醫","名不虛傳"
"吃曹操的飯，乾劉備的事","人在心不在"
"呂濛正的房子","老窯"
"呂後咬牙齒","恨劉邦不死"
"呂布戲貂嬋","上瞭彆人的當"
"死諸葛嚇活仲達","生不如死"
"老黃忠下天蕩山","一掃而平"
"老包斷案","臉黑心不黑"
"司馬懿父子行軍","你要進，我要退"
"司馬懿破八陣圖","不懂裝懂"
"司馬昭之心","路人皆知"
"玄奘的腳趾頭","隻有一個"
"包老爺審堂","陰陽分明"
"包老爺的衙門","好進難說"
"包公鍘皇親","法不容人"
"包公斬包勉","正人先正己"
"包公斷案","鐵麵無私，公事公辦"
"包公升堂","盡管直說"
"白娘娘迷許仙","娘兒們的心"
"白娘娘吃雄黃酒","現原形"
"白素貞哭斷橋","想起舊情來"
"申公豹的腦袋","反著看"
"申公豹的嘴","搬弄是非"
"東郭先生救狼","好心得不到好報"
"東吳殺人","嫁禍於曹"
"石秀進祝傢莊","走瞭不少盤陀路"
"甘露寺招親","弄假成真"
"擊鼓罵曹","現開銷"
"孔明給周瑜看病","自有妙方"
"孔明大擺空城計","化險為夷"
"孔明彈琴退鍾達","好沉著"
"孔明揮淚斬馬謖","明正軍紀"
"孔明藉東風","巧用天時"
"牛魔王請客","淨是妖"
"牛郎約織女","後會有期"
"氣死周瑜去吊孝","虛情假意"
"公子重耳拾破爛","飽不忘飢"
"中山狼齣瞭書袋","凶相畢露"
"五張羊皮買百裏奚","為瞭麻痹楚成王"
"王羲之寫字","入木三分，橫竪都好"
"王婆照應武大郎","不是好事"
"王佐斷臂","留一手"
"王母娘娘的開蟠桃宴","聚精會神"
"王母娘娘的玉簪","一畫一條銀河"
"衞懿公養仙鶴","忘瞭國傢大事"
"馬謖用兵","言過其實"
"馬陷小商河","有去無迴"
"亡羊補牢","為期不晚"
"大觀園裏哭賈母","各有各的傷心處"
"八虎闖幽洲","死的死，丟的丟"
"一槍紮死楊六郎","沒戲唱瞭"
"一口吹滅火焰山","口氣不小"
"八裏莊的蘿蔔","心裏美"
"叭拉狗掀門簾","全仗一張嘴"
"半個口袋掛空中","裝瘋(風)"
"半天雲裏扭秧歌","空歡喜(比喻白白地高興一場，並沒有達到目的。)"
"衣食不愁想當官，得瞭皇帝想神仙","貪得無厭"
"見瞭壽衣也想要","貪心鬼"
"小孩哭粑粑","要得整數"
"小禿脫帽子","頭明(圖名)"
"大車拉煎餅","攤(貪)得多瞭"
"狗坐筲箕","不識好歹"
"狗咬呂洞賓","不識好心人"
"坐轎子罵人","不識抬舉"
"棺材頭上畫花","討好鬼"
"啞巴拜年","少說話多磕頭"
"狗見瞭主人","搖頭擺尾"
"駝子壞瞭腿","卑躬屈膝"
"頂禮膜拜","一幅奴纔相"
"馬褂上穿背心","隔(格)外一套"
"人群裏的禿子","頭顯眼"
"公雞飛上屋背","到頂瞭"
"勸告文貼在背上","專給彆人看"
"孔夫子門前賣《論語》","自稱內行"
"孔明誇諸葛亮","自誇自"
"三歲小孩看瞭九年牛","還不會呀"
"黃連做笛子","苦中尋樂"
"麻雀子想生雞蛋","怎開口的"
"清水下雜麵","你吃我看"
"宰相肚裏能撐船","寬宏大量"
"給你麥芒","豈當針(真)"
"螞蟻戴眼鏡","沒有那麼大臉麵"
"門牌上畫個鼻子","好大的臉哪"
"七歲伢兒看瞭八年牛","裏手不過瞭"
"一張紙畫個鼻子","好大的臉"
"一個人拜把子","你算老幾"
"反穿皮襖","裝羊(洋)"
"水仙不開花","裝蒜"
"孔夫子穿西裝","又土又洋"
"無病呻吟","裝模作樣"
"電影裏麵談戀愛","假情假意"
"葉公好龍","假愛"
"司馬遇文君","一見鍾情"
"東邊日齣西邊雨","說他無晴(情)也有晴(情)"
"木偶跳舞","自有牽綫人"
"煎餅捲麻花","乾脆"
"捏著鼻子唱戲","悶腔"
"泥菩薩擺渡","難過"
"碾子磨","實(石)對實(石)"
"磕一個頭放三個屁","行好沒有作孽多"
"金剛鑽鑽瓷器","一個硬似一個"
"狗臉不長毛","翻臉不認人"
"滾水煮餃子","你不靠我，我不靠我"
"狗吃青草","長著一副驢心腸"
"趕著綿羊過火焰山","往死裏逼"
"給瞭九寸想十寸","得寸進尺"
"胳膊摺瞭往袖裏藏","自掩苦處"
"桂花種在廁所旁","香鳳臭氣"
"狗熊戴手錶","假裝體麵"
"官老爺齣告示","百姓該死"
"光頭跑進和尚廟","充數"
"放屁踩著藥撚子","趕到點子上瞭"
"鳳凰身上插雞毛","多此一舉"
"夫妻吵架傢不和","不知誰是誰非；難斷是非"
"飛機的屁股","尾巴翹上瞭天"
"飛機上吊郵筒","高興(信)"
"惡狼遭雷劈","惡貫滿盈"
"二齒鈎子搔癢","是把硬手"
"惡狗咬天","狂妄(汪)"
"二十八歲大姑娘","享(想)福(夫)瞭"
"額頭上刻個王字","成不瞭虎"
"鵝盆裏不準鴨插嘴","獨食獨吞"
"餓狼口裏奪脆骨","好大的膽"
"惡鬼見鍾馗","不得不老實"
"惡狼生個賊狐狸","不是好種"
"二分錢開當鋪","周轉不開"
"鵝蛋石跌進刺蓬裏","無牽無掛"
"搭起戲颱賣螃蟹","買賣不大，架子倒不小"
"吊死鬼照鏡子","自己嚇唬自己"
"吊在房簷上的大蔥","葉黃皮乾心不死"
"碟子裏的豆芽菜","開不瞭花，結不瞭果"
"東山跑過驢，西山打過虎","見過點陣勢"
"鼕天的暖水瓶","外冷內熱"
"東街發貨西街賣","不圖賺錢隻圖快(比喻辦事灑脫。)"
"電視廣告上的美人","曇花一現"
"地圖上畫個圈","誰知道有多大"
"德州扒雞","窩著脖子彆著腿"
"電風扇的腦袋","專吹涼鳳(比喻打擊彆人的熱情，專門散布冷言冷語。)"
"擦胭粉進棺材","死要麵子"
"財神爺休妻","不為空人著想"
"裁縫的尺子","量人不量己"
"曹操遇蔣乾","倒瞭大黴"
"菜園裏的辣椒","越高越厲害"
"唱戲的穿龍袍","成不瞭皇帝"
"廁所裏吃燒餅","難開口"
"茶壺有嘴難說話","熱情在裏頭"
"廁所裏耍筆杆","醜(臭)聞(文)"
"踩著肩頭往頭上拉屎","硬欺負人"
"裁縫師傅買田","韆真(針)萬真(針)"
"白骨精見瞭孫悟空","現原形瞭"
"八十老太學吹打","上氣不接下氣"
"八旬奶奶三歲孫","老的老，小的小"
"霸王請客","吃也得吃，不吃也得吃"
"叭拉狗咬月亮","不知天多高"
"白骨精裝袋新娘","妖裏妖氣"
"把手插在磨眼裏","自找苦吃"
"被窩裏放屁","能文(聞)能武(捂)"
"病床上摘牡丹","臨死還貪花"
"靶場上練瞄準","睜隻眼閉隻眼"
"百歲老人過生日","難得有一迴"
"半個月綉不齣一朵花","真(針)慢"
"百傢姓上少瞭第二姓","缺錢"
